N°;Id annuaire;Nom;TAB;Adresse;CP;Ville;Tel;Fax;Email;Site;Description
1080110000;7911;S.A.G.I (Société Anonyme de Gestion Immobilière);TAB;12, r. Bernard Palissy;94000;Créteil;01 42 07 19 82;;;;
1080110000;7912;S.A.G.I (Société Anonyme de Gestion Immobilière);TAB;2, r. Alfred de Musset;94000;Créteil;01 42 07 90 34;;;;
1080110000;7913;S.G.I (Société de Gestion Immobilière);TAB;48, r. Gén. Leclerc;94000;Créteil;01 42 07 52 06;;;;
1080110000;7914;Tecnocasa;TAB;5, pl. de l'Abbaye;94000;Créteil;;01 43 39 15 90;;;
1080110000;7915;Transact Immobilier;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 38 93;;;;
1080110000;7916;TTim et Team;TAB;18, r. des Ecoles;94000;Créteil;01 48 98 08 08;;;;
1080120000;Immobilier (Établissements de Crédit);;;;;;;;;;
1080120000;7917;A.P.F;TAB;87, av. du Gén. de Gaulle;94000;Créteil;01 48 99 21 72;;;;
1080120000;7918;C.S.F (Crédit Social des Fonctionnaires);TAB;79, r. du Gén. Leclerc;94000;Créteil;01 56 72 16 30;;;;
1080120000;7919;Capital Cirpam;TAB;1, voie Félix Eboué;94000;Créteil;;01 45 11 20 48;;;
1080120000;7920;Cil Logeo;TAB;19, r. Joly;94000;Créteil;01 45 17 93 30;;;;
1080120000;7921;Crédit Immobilier de France;TAB;28-30, av. Pierre Brossolette;94000;Créteil;01 82 01 10 10;;;;
1080120000;7922;Credit Social Des Fonctionnaires (Groupe CSF);TAB;117, r. Gén. Leclerc;94000;Créteil;01 56 72 16 30;;;;
1080120000;7923;Financements Créteil;TAB;3, r. Estienne d'Orves;94000;Créteil;01 41 78 95 84;;;;
1080120000;7924;MLDS Finances;TAB;1, voie Félix Eboué;94000;Créteil;01 42 07 99 35;;;;
1080130000;Immobilier (Experts en);;;;;;;;;;
1080140000;Informatique (Dépannage et Matériels);;;;;;;;;;
1080140000;7925;AJ Multiservices;TAB;34, av. François Mitterrand;94000;Créteil;06 27 25 24 78;;;;
1080140000;7926;Boulanger;TAB;97, av. du Mar. foch;94000;Créteil;01 41 78 95 10;;;;
1080140000;7928;Di94;TAB;17, sq. Griffons;94000;Créteil;09 52 12 52 40;;;;
1080140000;1029;Docteur Ordinateur;TAB;13, r. Marcel Bourdarias;94140;Alfortville;01 43 96 43 50;01 43 75 32 78;contact94@docteurordinateur.com;www.docteurordinateur.com;Assistance Informatique à domicile : - Intervention à domicile - Réparation Atelier
1080140000;7929;E-Lana;TAB;3, r. Soddy;94000;Créteil;01 49 56 93 26;;;;
1080140000;7930;MF Vidéo et Informatique;TAB;10, pl. Salvador Allende;94000;Créteil;01 43 99 03 48;;;;
1080140000;7931;Netlogon;TAB;131, Chemin des Bassins;94000;Créteil;01 56 70 24 86;;;;
1080140000;7932;Océ Print Logic Technologies;TAB;1, r. Jean Lemoine;94000;Créteil;01 48 98 80 00;;;;
1080140000;7933;Office Depot;TAB;rue Séjourné-ZAC Coteaux Sarrazins;94000;Créteil;01 56 71 15 60;;;;
1080140000;7934;PC City;TAB;Ccial Créteil Soleil;94000;Créteil;0 825 31 40 00;;;;
1080140000;7935;Strator;TAB;9, r. Olof Palme;94000;Créteil;01 49 80 69 00;;;;
1080140000;7936;TeltechInformatique;TAB;42, r. du Gén. Leclerc;94000;Créteil;09 52 82 28 42;;;;
1080140000;7937;Unidyne;TAB;8, all. Georges Braque;94000;Créteil;01 42 07 06 36;;;;
1080140000;7938;Youssoupha Taboure;TAB;5, r. Antoine Bourdelle;94000;Créteil;06 62 75 19 53;;;;
1080170000;Location d'Automobiles avec Chauffeur;;;;;;;;;;
1080170000;7954;Ribette Stéphane;TAB;8, imp. André Le Nôtre;94000;Créteil;01 43 39 12 62;;;;
1080190000;Location de Tentes et Chapiteaux;;;;;;;;;;
1080180000;Organisation de Réception - Traiteur - Location de Salles;;;;;;;;;;
1080180000;7955;Centre d'Affaires de Créteil;TAB;70, av. Gén. de Gaulle;94000;Créteil;01 49 81 68 00;;;;
1080180000;14668;Chez Laurent et Evelyne;TAB;;;;06 83 42 16 78;;;www.chezlaurent-traiteur.fr;"Laurent Vonnet, artisan charcutier, et Évelyne organisent vos réceptions, buffets, lunchs clé en main et vous proposent leur salle « La Sologne » pouvant accueillir jusqu’à 150 convives à table et 250 en cocktail à 20 minutes de Saint Maur des Fossés. - Présent sur votre marché de Saint-Maur ""Adamville"" les mercredi et samedi. - Présent sur votre marché de Maisons-Alfort les vendredi et dimanche"
1080180000;7956;L'Echappatoire;TAB;r. St-Simon;94000;Créteil;01 43 39 00 05;;;;
1080180000;7957;Le Five Football Club;TAB;1, r. Lecorbusier;94000;Créteil;01 48 40 24 06;;;;
1080180000;7958;Mairie;TAB;7, r. des Ecoles;94000;Créteil;01 42 07 79 52;;;;
1080180000;7959;Salle Polyvalente;TAB;180, r. du Gén. Leclerc;94000;Créteil;01 48 99 61 20;;;;
1080210000;Photo Labo et Accessoires;;;;;;;;;;
1080210000;7961;Laboratoires et Services Kodak;TAB;1, r. le Corbusier;94000;Créteil;0 810 61 23 28;;;;
1080210000;7962;Le Du Loic;TAB;20, r. du Gén. Leclerc;94000;Créteil;09 62 03 89 87;;;;
1080210000;7963;Photo Service;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 59 63;;;;
1080210000;7964;Twentycolor;TAB;20, r. Brie;94000;Créteil;01 42 07 26 77;;;;
1080220000;Photocopie, Reprographie;;;;;;;;;;
1080220000;7965;Copy Echat;TAB;Ccial l'Echat;94000;Créteil;01 43 77 55 08;;;;
1080220000;7966;First Copy;TAB;4, r. d'Estienne d'Orves;94000;Créteil;01 56 72 11 00;01 56 72 11 03;firstcopy@orange.fr;www.firstcopy.fr;Du lundi au vendredi de 09h00 à 12h30 et de 14h00 à 18h30. Impression petit et grand format, photocopies noir et blanc et couleurs, reliures, livrets, thèses et mémoires cartes, plastification, impression sur tee-shirt, tampons, retouche numérique, mise en page (PAO), petits travaux d'imprimerie.
1080220000;7967;Office Depot;TAB;r. Séjourné ZAC Coteaux Sarrazins;94000;Créteil;01 56 71 15 60;;;;
1080220000;7968;Scanvision AB;TAB;4, r. Vincent d'Indy;94000;Créteil;06 20 08 64 49;;;;
1080220000;7969;Synergia;TAB;5, r. Pouillon;94000;Créteil;;01 49 80 71 86;;;
1080230000;Photographes;;;;;;;;;;
1080240000;Pompes Funèbres;;;;;;;;;;
1080240000;7970;Alpha PJ;TAB;18, r. Rampe;94000;Créteil;01 48 99 48 30;;;;
1080240000;7971;Orient Funéraire AL WASSIA;TAB;34, av. François Mitterrand;94000;Créteil;01 43 39 24 46;01 43 39 35 22;orientfuneraire@gmail.com;www.pompes-funebres-orient.fr;Pompes Funèbres musulmanes - Prise en charge totale - Rapatriement toutes destinations - Marbrerie
1080240000;7972;Pompes Funèbres Générales (PFG);TAB;44, r. Gén. Leclerc;94000;Créteil;01 42 07 18 79;;;;
1080240000;7973;Pompes Funèbres Goudry;TAB;72, av. Mar. de Lattre de Tassigny;94000;Créteil;01 42 07 18 39;;;;
1080240000;9809;Roc Eclerc;TAB;85, av. du Général de Gaulle;94000;Créteil;01 49 80 48 65;;;www.groupe-roc-eclerc.com;Permanence 24h/24 et 7 jours sur 7 Parce que la vie est déjà assez chère ! Une marque militante depuis sa création - La qualité au service des familles.
1080240000;7975;Zerbib Franck;TAB;25, r. Falkirk;94000;Créteil;06 49 81 10 69;;;;
1080260000;Retouches et Couture;;;;;;;;;;
1080260000;7985;Hk Style;TAB;34, all. Parmentier;94000;Créteil;01 49 81 06 36;;;;
1080260000;7986;Houas Sahbi;TAB;62, r. Mèches;94000;Créteil;01 75 37 54 13;;;;
1080260000;7987;L'Aiguille Magique;TAB;15, r. Gén. Leclerc;94000;Créteil;01 49 81 05 72;;;;
1080270000;Services à la Personne;;;;;;;;;;
1080270000;7988;Agence de l'Aide à Domicile (ADD);TAB;42, av. François Mitterrand;94000;Créteil;01 78 12 83 02;;;;
1080270000;7989;Aide aux Familles du Val-de-Marne (AMFD 94);TAB;2, r. Cdt Joyen Boulard;94000;Créteil;01 45 13 21 00;;;;
1080270000;7990;Dom Artis;TAB;26, r. Georges Ohm;94000;Créteil;01 56 72 94 30;;;;
1080270000;7991;Domidom Services;TAB;55, av. Jean Baptiste Champeval;94000;Créteil;01 41 78 80 51;;;;
1080270000;7992;Jumbo Services;TAB;10, av. Pierre Brossolette;94000;Créteil;01 48 99 12 24;;;;
1080270000;7993;Les Jardins D'Agathe;TAB;13, r. Parc;94000;Créteil;01 48 98 50 05;;;;
1080270000;7994;PEP'S Services;TAB;10, bd. Pablo Picasso;94000;Créteil;01 42 07 48 84;;;;
1080270000;7995;Rsp Respect Sce Professionnalisme;TAB;70, av. République;94000;Créteil;01 60 28 01 67;;;;
1080270000;11872;Vivr'AG;TAB;18, av. de Chanzy;94100;Saint-Maur;01 48 89 25 25;;;;Aide et soins à domicile, un service dédié à la personne âgée 7 jours sur 7 et 24h/24 : - Lever, coucher, transferts, toilette, aide aux repas, promenades, courses, gardes itinérantes de nuit, aides administratives, soutien et conseils aux aidants familiaux
1080280000;Taxis et Transports de Personnes;;;;;;;;;;
1080280000;1282;Classe Affaires;TAB;1, rue du Général de Larminat;94000;Créteil;01 49 56 03 03;01 43 77 48 00;classe-affaires@wanadoo.fr;www.classe-affaires.fr;Sur rendez-vous ou simple appel (véhicules de 1 à 6 places): - Aéroports - Gares - Paris - Banlieue - Hôpitaux
1080280000;7996;Station de Taxi;TAB;Hôpital H. Mondor;94000;Créteil;01 49 81 00 00;;;;
50000000;Structures Sociales;;;;;;;;;;
50040070;Aide aux Demandeurs d'emploi;;;;;;;;;;
50040070;6172;Direction Départementale du Travail, de l'Emploi et de la Formation Professionnelle (DDTEFP);TAB;av. du Gén. de Gaulle, Immeuble Le Pascal;94000;Créteil;01 49 56 28 00;;;;
50040070;6173;Mission Locale de la Plaine Centrale du Val-de-Marne;TAB;7, esplanade Abymes;94000;Créteil;01 43 99 28 00;;;;
50040070;6174;Pôle Emploi;TAB;15, pl. Olof Palme;94000;Créteil;39 49;;;;
50040070;6175;Pôle Emploi;TAB;85, av. Gén. de Gaulle;94000;Créteil;39 49;;;;
50050000;Aide aux Personnes handicapées;;;;;;;;;;
50050000;8034;ND Entreprise du Bâtiment;TAB;1 ter, r. de Joly;94000;Créteil;01 42 07 05 05;01 42 07 54 84;nd.batiment@club-internet.fr;www.ndbatiment.fr;Installation chauffage et chaudière, cuisine, climatisation et salles de bains. Devis et conseils gratuits. Dépannage urgent plomberie et chauffage. Devis gratuits. Intervention rapide sur Créteil, Saint-Maurice, Saint-Maur, Champigny, Alfortville, Maisons-Alfort, Limeil-Brévannes, Chennevières, Joinville-le-Pont et Charenton-le-Pont.
50060000;Aide Sociale aux Personnes Âgées, Retraités et en Difficulté;;;;;;;;;;
50060000;6209;Association des Résidences pour Personnes Agées;TAB;60, av. Docteur Paul Casalis;94000;Créteil;01 43 77 29 50;;;;
50060000;6210;Caisse Nationale d'Assurance Vieillesse;TAB;5, r. Enesco;94000;Créteil;01 40 37 37 37;;;;
50060000;6211;Centre Communal d'Action Sociale du troisième âge;TAB;2 bis, pl. Salvador Allende;94000;Créteil;01 49 80 92 94;;;;
50060000;6212;Clic 4;TAB;28, av. de Verdun;94000;Créteil;01 42 07 08 71;;;;
50060000;6213;Clubs troisième âge;TAB;2, r. Pierre Marivaux;94000;Créteil;01 48 99 97 15;;;;
50060000;6214;Dir. départementale des Affaires sanitaires et sociales;TAB;38-40, r. Saint-Simon;94000;Créteil;01 49 81 86 04;;;;
50060000;6215;Direction des Services aux Personnes Agées et aux Personnes Handicapées (DSPAPH);TAB;Hôtel du Département;94000;Créteil;01 43 99 70 00;;;;
50060000;6216;Université Inter-Ages;TAB;6, pl. de l'Abbaye ' BP 41;94000;Créteil;01 45 13 24 45;;;;Association d'éducation populaire, l'Université Inter-Ages propose en collaboration avec l'école nationale vétérinaire de Maisons-Alfort de nombreuses conférences, des cycles de formation et des activités culturelles.
50020000;Allocations Familiales;;;;;;;;;;
50020000;6169;Caisse d'Allocations Familiales du Val-de-Marne;TAB;2, voie Félix Eboué;94000;Créteil;0 810 25 94 10;;;;
50070000;Assistances Sociales (Structures);;;;;;;;;;
50070000;6217;AMFD (Aide aux Mères et aux Famille à Domicile);TAB;2, r. du commandant Joyen Boulard;94000;Créteil;01 45 13 21 00;;;;L'Aide aux Mères et aux Famille à Domicile du Val de Marne est une association Loi 1901. Elle apporte aux familles une aide personnalisée pour surmonter une difficulté : naissance, grossesse difficile, maladie et hospitalisation d'un membre de la famille, événement déstabilisant : décès, sép
50070000;6218;CCAS Insertion sociale;TAB;39, all. de la Toison d'Or;94000;Créteil;01 58 43 38 60;;;;
50070000;6219;CCAS Petite Enfance;TAB;6 bis, pl. Salvador Allende;94000;Créteil;01 41 94 11 90;;;;
50070000;6220;CCAS Prévention santé;TAB;41, all. de la Toison d'Or;94000;Créteil;01 58 43 38 70;;;;
50070000;6221;CCAS Troisième Age;TAB;2 bis, pl. Salvador Allende;94000;Créteil;01 49 80 92 94;;;;
50070000;6222;Démocratie locale et de proximité - Conseil de Jeunes;TAB;6 bis, all. Max Ophüls;94000;Créteil;01 58 43 10 83;;;;
50070000;6223;Démocratie locale et de proximité - Conseil des Adolescents;TAB;6 bis, all. Max Ophüls;94000;Créteil;01 58 43 10 81;;;;
50070000;6224;Démocratie locale et de proximité - Conseil Municipal d'Enfants;TAB;6 bis, all. Max Ophüls;94000;Créteil;01 58 43 10 82;;;;
50070000;6225;Point Information Jeunesse (PIJ);TAB;7, r. François Mauriac;94000;Créteil;01 48 98 58 10;;;;
50080000;Associations;;;;;;;;;;
50030000;Assurance Maladie;;;;;;;;;;
50030000;6170;Caisse Primaire d'Assurance Maladie (C.P.A.M);TAB;1-9, av. Gén. de Gaulle;94000;Créteil;36 46;;;;
50030000;6171;Caisse Primaire d'Assurance Maladie (C.P.A.M);TAB;10, av. Georges Duhamel;94000;Créteil;36 46;;;;
50090000;Foyers Socio-Éducatifs;;;;;;;;;;
50100000;Logements;;;;;;;;;;
50100000;6262;Batigere Ile-de-France HLM;TAB;34, r. Cotonou;94000;Créteil;01 43 77 91 97;;;;
50100000;6263;France Habitation;TAB;11, r. Olof Palme;94000;Créteil;01 49 42 79 89;;;;
50100000;6264;Groupe Valophis;TAB;6, r. Albert Einstein;94000;Créteil;01 55 96 55 00;;;;
50100000;6265;Omnium Gestion Immobiliére;TAB;3-15, bd. Pablo Picasso;94000;Créteil;01 48 99 59 79;;;;
50100000;6266;PSR Savo SAHLM;TAB;21, r. Maurice Déménitroux;94000;Créteil;01 49 81 79 57;;;;
50100000;6267;SEMIC - OPH de Créteil;TAB;7, r. des écoles;94000;Créteil;01 45 17 40 00;;;;
50100000;6268;Service du Logement mairie;TAB;pl. Salvador Allende - Hôtel de ville;94000;Créteil;01 49 80 92 94;;;;
50110000;Permanences;;;;;;;;;;
50120000;Personnes Âgées;;;;;;;;;;
50130000;Résidences pour Personnes Agées Valides(RPA);;;;;;;;;;
50130000;6269;AREPA Créteil 1;TAB;60, av. Docteur Paul Casalis;94000;Créteil;01 43 77 29 50;;;;
50130000;6270;AREPA Le Cèdre Bleu;TAB;11, r. Commandant Joyen Boulard;94000;Créteil;01 43 77 21 18;;;;
50130000;6271;Coordination des résidences pour personnes âgées;TAB;39, r. des Ecoles;94000;Créteil;01 49 81 05 74;;;;
50130000;6272;Foyer-Soleil des Bordières;TAB;2 bis, r. Henri Koch;94000;Créteil;01 48 98 52 06;;;;
50130000;6273;Résidence du Halage;TAB;55, quai du halage;94000;Créteil;01 48 99 66 71;;;;
50130000;6274;Résidence Joseph Franceschi;TAB;39, r. des Écoles;94000;Créteil;01 49 81 05 74;;;;
50130000;6275;Résidence Marivaux;TAB;2, r. Pierre Marivaux;94000;Créteil;01 48 99 41 70;;;;
50130000;6276;Résidence Privée Claude Kelman;TAB;1, r. Madame de Sévigné;94000;Créteil;01 56 71 85 60;;;;
50140000;Résidences Sociales;;;;;;;;;;
50140000;6277;Foyer des jeunes travailleurs A.L.J.T.;TAB;102, r. Juliette Savar;94000;Créteil;01 45 13 96 20;;;;
50140000;6278;Foyer des travailleurs A.D.E.F.;TAB;5, r. Marc Seguin;94000;Créteil;01 48 99 21 96;;;;
50140000;6279;Résidences Universitaires Paris XII - CROUS;TAB;62, av. du Gén. de Gaulle;94000;Créteil;;;;;
50010000;Structures Sociales Départementales;;;;;;;;;;
1090000000;Tout pour la Maison;;;;;;;;;;
1090010000;Antennes, Paraboles;;;;;;;;;;
1090010000;7997;Krakizi Naji;TAB;9, r. Viet;94000;Créteil;06 19 85 21 73;;;;
1090010000;14653;Mely TV;TAB;88n rue Véron;94140;Alfortville;06 22 87 09 57;;makramo@hotmail.fr;;Dépannage et réparation toutes marques TV - Antenne - Parabole - Box Internet Pose, Installation et Réglage de votre TV, Antenne et Parabole ainsi que de votre Box Internet INTERVENTION RAPIDE
1090010000;7998;O.K.Z Services;TAB;31, r. Gén. Sarrail;94000;Créteil;01 46 70 54 55;;;;
1090010000;11325;Scottelec Expert;TAB;175, av. Général Leclerc;94700;Maisons-Alfort;01 43 68 37 72;01 43 68 82 02;;;Hifi, Télé, Vidéo, Ménager Vente, Service Après-Vente & Dépannage Toutes Marques
1090020000;Articles de Ménage et de Cuisine, Bazars;;;;;;;;;;
1090020000;7999;AMK;TAB;38, all. Parmentier;94000;Créteil;01 41 78 83 08;;;;
1090020000;8000;Du Bruit Dans La Cuisine;TAB;Ccial Régional;94000;Créteil;01 49 80 49 24;;;;
1090020000;8001;Giga Store;TAB;66, av. Gén. de Gaulle;94000;Créteil;01 43 99 17 45;;;;
1090020000;8002;Hao Yun Fashion;TAB;27, all. Parmentier;94000;Créteil;01 41 78 38 69;;;;
1090020000;8003;Look;TAB;26, r. Gén Leclerc;94000;Créteil;01 48 98 00 72;;;;
1090020000;8004;MB Bazar;TAB;r. Basse Quinte;94000;Créteil;01 49 80 52 42;;;;
1090030000;Cadeaux et Arts de la Table;;;;;;;;;;
1090030000;8005;ADF Habitat;TAB;53, r. Jean Jaurès;94000;Créteil;01 49 81 05 86;;;;
1090030000;14027;La Vaissellerie;TAB;74, bd. Bellechasse;94100;Saint-Maur;01 49 76 92 62;;;www.lavaissellerie.fr;La Vaissellerie : Porcelaine Blanche - Cadeaux
1090030000;8006;Maisons Du Monde;TAB;Ccial Créteil Soleil;94000;Créteil;01 56 71 12 44;;;;
1090030000;8007;Nature et Découvertes;TAB;Ccial Régional;94000;Créteil;01 49 80 91 23;;;;
1090040000;Fioul - Bois - Charbon;;;;;;;;;;
1090040000;8008;Carrefour Fioul Domestique;TAB;Ccial Créteil Soleil;94000;Créteil;32 35;;;;
1090060000;Linge de Maison;;;;;;;;;;
1090060000;8014;Mondial Tissus;TAB;Carrefour Pompadour;94000;Créteil;01 41 94 19 83;;;;
1090070000;Literie;;;;;;;;;;
1090070000;8015;La Compagnie du Lit;TAB;2, av. Mar Foch;94000;Créteil;01 41 94 50 18;;;;
1090070000;8016;Maison de la Literie;TAB;Ccial Créteil Soleil;94000;Créteil;01 43 77 14 86;;;;
1090070000;8017;Maison de la Literie;TAB;1, av. Mar Foch;94000;Créteil;01 43 77 62 12;;;;
1090050000;Mènager, TV, Hifi, Vidéo;;;;;;;;;;
1090050000;8009;Boulanger;TAB;97, av. Mar. Foch;94000;Créteil;01 41 78 95 10;;;;
1090050000;8011;Créteil Dépannages CD;TAB;17, all. du Commerce;94000;Créteil;01 43 77 73 28;;;;
1090050000;8012;Darty;TAB;Ccial Créteil Soleil;94000;Créteil;0 821 08 20 82;;;;
1090050000;14653;Mely TV;TAB;88n rue Véron;94140;Alfortville;06 22 87 09 57;;makramo@hotmail.fr;;Dépannage et réparation toutes marques TV - Antenne - Parabole - Box Internet Pose, Installation et Réglage de votre TV, Antenne et Parabole ainsi que de votre Box Internet INTERVENTION RAPIDE
1090050000;11325;Scottelec Expert;TAB;175, av. Général Leclerc;94700;Maisons-Alfort;01 43 68 37 72;01 43 68 82 02;;;Hifi, Télé, Vidéo, Ménager Vente, Service Après-Vente & Dépannage Toutes Marques
1090050000;8013;Timo Vidéo;TAB;121, chem. des Bassins;94000;Créteil;01 43 39 08 18;;;;
1090080000;Meubles Anciens, Antiquaires;;;;;;;;;;
1090090000;Mobiliers d'Intérieur;;;;;;;;;;
1090090000;8018;Atlas;TAB;1, av. Mar Foch;94000;Créteil;01 49 80 09 48;;;;
1090090000;8019;Bois et Chiffons;TAB;7, av. Mar Foch;94000;Créteil;01 43 39 36 42;;;;
1090090000;8020;Chayma Diffusion;TAB;14, all. Commerce;94000;Créteil;01 43 77 40 88;;;;
1090090000;8021;Do-Ma;TAB;9, av. Mar Foch;94000;Créteil;01 49 56 97 06;;;;
1090090000;8022;Fly;TAB;1, av. Mar Foch;94000;Créteil;01 45 13 29 00;;;;
1090090000;8023;La Caverne des Particuliers;TAB;53, r. Mesly;94000;Créteil;01 43 99 10 10;;;;
1090090000;8024;La Maison Contemporaine;TAB;1, av. Mar Foch;94000;Créteil;01 49 80 09 55;;;;
1090090000;8025;MB Bazar;TAB;27, r. de la Basse Quinte;94000;Créteil;01 43 39 23 41;;;;
1090090000;8026;Mobilier De France;TAB;8, r. Séjourné;94000;Créteil;01 41 94 15 40;;;;
1090090000;8027;Perralina;TAB;Ccial Régional;94000;Créteil;01 43 77 46 46;;;;
1090090000;8028;Samourai;TAB;7, r. Jean Jaurès;94000;Créteil;01 49 81 01 04;;;;
1090100000;Mobiliers de Jardin;;;;;;;;;;
1090110000;Moquettes, Tapis, Rideaux, Voilages et Tissus;;;;;;;;;;
1090110000;8029;Heytens;TAB;Ccial Créteil Soleil;94000;Créteil;01 48 98 07 25;;;;
1090110000;8030;Mondial Moquette;TAB;83, av. Mar Foch;94000;Créteil;01 48 99 51 47;;;;
1090110000;8031;Mondial Tissus;TAB;Carrefour Pompadour;94000;Créteil;01 41 94 19 83;;;;
1090110000;8032;Tapis Saint Maclou;TAB;rte de la Pompadour;94000;Créteil;;01 43 99 26 63;;;
1090120000;Tapissiers, Décorateurs;;;;;;;;;;
1100000000;Travaux du Bâtiment;;;;;;;;;;
1100010000;Chauffage Installation;;;;;;;;;;
1100010000;8033;Lagardon;TAB;1, voie Felix Eboué;94000;Créteil;01 83 62 68 85;;;;
1100010000;8034;ND Entreprise du Bâtiment;TAB;1 ter, r. de Joly;94000;Créteil;01 42 07 05 05;01 42 07 54 84;nd.batiment@club-internet.fr;www.ndbatiment.fr;Installation chauffage et chaudière, cuisine, climatisation et salles de bains. Devis et conseils gratuits. Dépannage urgent plomberie et chauffage. Devis gratuits. Intervention rapide sur Créteil, Saint-Maurice, Saint-Maur, Champigny, Alfortville, Maisons-Alfort, Limeil-Brévannes, Chennevières, Joinville-le-Pont et Charenton-le-Pont.
1100010000;8035;Soccram;TAB;51, av. Mal de Lattre de Tassigny;94000;Créteil;01 48 98 46 91;;;;
1100010000;8036;SPCDI France;TAB;40, av. du Chemin de Mesly;94000;Créteil;06 99 17 21 18;;;;
1100010000;8037;Thermalys;TAB;118, av. Laferrière;94000;Créteil;06 30 10 48 91;;;;
1100020000;Cheminées;;;;;;;;;;
1100030000;Climatisation Installation;;;;;;;;;;
1100030000;8038;Art et climat;TAB;28, av. du Nouveau Monde;94000;Créteil;06 60 28 89 75;;;;
1100030000;8039;Clima Joint;TAB;32, r. Valenton;94000;Créteil;01 41 78 95 40;;;;
1100030000;8040;Climat Show;TAB;1, voie Felix Eboué;94000;Créteil;01 41 94 18 85;;;;
1100030000;8041;Cogeef Industrie;TAB;5, all. Erables;94000;Créteil;01 43 99 25 79;;;;
1100030000;8042;Costa;TAB;114, av. Mar Foch - ZI les Bouvets;94000;Créteil;01 48 98 46 82;;;;
1100030000;8043;Derichebourg Energie;TAB;2, r. Sarrazins;94000;Créteil;01 45 13 42 00;;;;
1100030000;8044;Lemaire Bâtiment;TAB;25, r. Valenton;94000;Créteil;01 45 18 41 41;;;;
1100030000;8045;M2FC;TAB;19 bis, r. des vignes;94000;Créteil;01 43 77 26 88;;;;
1100030000;8046;Mareco Froid Climatisation;TAB;8, r. d'Estienne d'Orves;94000;Créteil;01 49 81 96 98;;;;
1100030000;8034;ND Entreprise du Bâtiment;TAB;1 ter, r. de Joly;94000;Créteil;01 42 07 05 05;01 42 07 54 84;nd.batiment@club-internet.fr;www.ndbatiment.fr;Installation chauffage et chaudière, cuisine, climatisation et salles de bains. Devis et conseils gratuits. Dépannage urgent plomberie et chauffage. Devis gratuits. Intervention rapide sur Créteil, Saint-Maurice, Saint-Maur, Champigny, Alfortville, Maisons-Alfort, Limeil-Brévannes, Chennevières, Joinville-le-Pont et Charenton-le-Pont.
1100030000;8047;Neth;TAB;1, all. des Rochers;94000;Créteil;06 26 90 64 54;;;;
1100030000;8048;Olys;TAB;9, r. sir john sinclair;94000;Créteil;01 43 39 40 79;;;;
1100030000;8049;Ventilgest Paris;TAB;32, r. de Valenton;94000;Créteil;01 41 78 95 20;;;;
1100030000;8050;Zarrouk Khalid;TAB;11, bd. Pablo Picasso;94000;Créteil;06 18 18 78 73;;;;
1100040000;Combles (Aménagement de);;;;;;;;;;
1100050000;Contrôle d'accès, Alarme;;;;;;;;;;
1100050000;8051;EDS Compagny;TAB;17, r. Floris Osmond;94000;Créteil;06 10 09 16 89;;;;
1100050000;8052;Force one Sécurité;TAB;13, all. de la Sirène;94000;Créteil;01 58 43 04 03;;;;
1100050000;2714;Interactive Système;TAB;131, av. du Général de Gaulle;94500;Champigny-sur-Marne;01 45 16 26 10;01 47 06 89 27;contact@interactivesysteme.fr;www.interactivesysteme.fr;Installation, Dépannage, Maintenance toutes marques : - Interphonie - Contrôle d'accès - Portes et Portails(Automatisme) - Electricité courants forts et faibles - Vidéo-surveillance - Sécurité Incendie
1100050000;8053;Sécuritas Direct;TAB;139, chem. des Bassins;94000;Créteil;0 800 00 16 16;;;;
1100060000;Couvertures, toitures;;;;;;;;;;
1100060000;8054;Aux Ateliers des Compagnons;TAB;11 bis, r. Charrier;94000;Créteil;01 43 99 51 76;;;;
1100060000;8055;Cheron Bruno;TAB;5, r. Barrage;94000;Créteil;01 43 39 65 62;;;;
1100060000;8056;Couverture Plomberie Multisystèmes;TAB;50, r. Gén. de Marbot;94000;Créteil;01 48 98 34 01;;;;
1100060000;8057;Expertises Conseils Couverture;TAB;1, r. Jean Lemoine;94000;Créteil;01 43 75 95 48;;;;
1100060000;8058;France Etancheite;TAB;1, voie Felix Eboué;94000;Créteil;07 77 73 67 14;;;;
1100060000;8059;La Grise Toiture;TAB;48, r. Gén. Leclerc;94000;Créteil;06 10 16 27 82;;;;
1100060000;8060;Louxor Toitures;TAB;70, av. Gén. de Gaulle;94000;Créteil;;01 49 81 68 39;;;
1100070000;Cuisines;;;;;;;;;;
1100070000;8061;Actipose Menuiserie;TAB;9, r. Paul François Avet;94000;Créteil;06 07 65 33 71;;;;
1100070000;8062;Aménagements (SC);TAB;29, av. Pierre Brossolette;94000;Créteil;09 60 37 06 74;;;;
1100070000;8063;Hygena Cuisines;TAB;83, av. Mar. Foch;94000;Créteil;01 56 72 92 80;;;;
1100070000;8034;ND Entreprise du Bâtiment;TAB;1 ter, r. de Joly;94000;Créteil;01 42 07 05 05;01 42 07 54 84;nd.batiment@club-internet.fr;www.ndbatiment.fr;Installation chauffage et chaudière, cuisine, climatisation et salles de bains. Devis et conseils gratuits. Dépannage urgent plomberie et chauffage. Devis gratuits. Intervention rapide sur Créteil, Saint-Maurice, Saint-Maur, Champigny, Alfortville, Maisons-Alfort, Limeil-Brévannes, Chennevières, Joinville-le-Pont et Charenton-le-Pont.
